S. No.,RMS,Maximum,Range,Standard Deviation,Sample Variance,Standard Error,P10,y
1254,1.119147087,1.967092561,3.964448836,1.121960829,1.258796102,0.112196083,-1.424752299,0
1255,1.068514982,1.986106027,3.869202737,1.069665458,1.144184191,0.106966546,-1.45980223,0
1256,1.158931488,1.97865342,3.963510937,1.158891764,1.34303012,0.115889176,-1.654178848,0
1257,1.132382824,1.834151756,3.791540612,1.13563893,1.289675779,0.113563893,-1.625767157,0
1258,1.219900194,1.967463096,3.959693627,1.219078485,1.486152354,0.121907849,-1.668914605,0
1259,1.107694396,1.898029931,3.842523342,1.104009514,1.218837007,0.110400951,-1.498738741,0
1260,1.156168216,1.908372056,3.90182373,1.160924711,1.347746184,0.116092471,-1.65939424,0
1261,1.097408015,1.953724688,3.918225847,1.102910697,1.216412005,0.11029107,-1.381391502,0
1262,1.168391226,1.991465772,3.971400757,1.172643645,1.375093119,0.117264365,-1.583892133,0
1263,1.143199554,1.928597897,3.894558242,1.148589741,1.319258392,0.114858974,-1.636782985,0
1264,1.212794287,1.936004527,3.898961512,1.21823248,1.484090374,0.121823248,-1.695930334,0
1265,1.152380617,1.983615987,3.962967052,1.155309402,1.334739813,0.11553094,-1.553877841,0
1266,1.171139919,1.982573924,3.97800119,1.166747667,1.361300119,0.116674767,-1.594371883,0
1267,1.221587756,1.975342311,3.94176212,1.225202192,1.50112041,0.122520219,-1.696707441,0
1268,1.027276568,1.802717226,3.645817783,1.032176869,1.065389089,0.103217687,-1.477292391,0
1269,1.082736947,1.95177589,3.940962093,1.087960552,1.183658163,0.108796055,-1.504364412,0
1270,1.106461618,1.986194959,3.979097641,1.110070419,1.232256334,0.111007042,-1.589496556,0
1271,1.132311119,1.987143539,3.968656707,1.137999145,1.295042055,0.113799915,-1.555700946,0
1272,1.053112653,1.943308535,3.86751113,1.048882386,1.100154259,0.104888239,-1.391051269,0
1273,1.137884099,1.99931138,3.985179249,1.143162814,1.306821219,0.114316281,-1.587252702,0
1274,1.093538543,1.993327872,3.907297438,1.098934916,1.20765795,0.109893492,-1.57887211,0
1275,1.150040911,1.992536289,3.811872203,1.143129787,1.306745711,0.114312979,-1.4724906,0
1276,1.199005967,1.985093999,3.911010394,1.204652482,1.451187603,0.120465248,-1.710030278,0
1277,1.090225645,1.970408431,3.905388667,1.09289888,1.194427961,0.109289888,-1.582035449,0
1278,1.170175574,1.976374916,3.952571879,1.151006355,1.324815629,0.115100635,-1.665722707,0
1279,1.115005358,1.98192551,3.950239845,1.118234018,1.250447319,0.111823402,-1.412574764,0
1280,1.209361053,1.999666007,3.957438015,1.215425018,1.477257973,0.121542502,-1.54207947,0
1281,1.126199199,1.980977184,3.954588586,1.131796017,1.280962223,0.113179602,-1.588204387,0
1282,1.069413129,1.837442974,3.655073484,1.072703902,1.150693661,0.10727039,-1.617138511,0
1283,1.134372368,1.983388567,3.954020076,1.134957554,1.288128649,0.113495755,-1.646983886,0
1284,1.117478416,1.947765737,3.945623702,1.121954179,1.258781181,0.112195418,-1.588105557,0
1285,1.215240076,1.966432092,3.950172621,1.220242261,1.488991177,0.122024226,-1.613077628,0
1286,1.118128155,1.982319399,3.94825278,1.121749599,1.258322163,0.11217496,-1.545601498,0
1287,1.177824907,1.995137696,3.87421291,1.183606451,1.400924231,0.118360645,-1.525225607,0
1288,1.22772377,1.977832057,3.913588088,1.230295043,1.513625892,0.123029504,-1.600667922,0
1289,1.133902433,1.98643611,3.981105295,1.139530486,1.298529729,0.113953049,-1.714010891,0
1290,1.024692043,1.826246818,3.817999842,1.029741357,1.060367262,0.102974136,-1.168910018,0
1291,1.203717044,1.993898054,3.987627499,1.206988432,1.456821075,0.120698843,-1.683492676,0
1292,1.205067827,1.96232818,3.944647992,1.205609948,1.453495347,0.120560995,-1.577122975,0
1293,1.189312449,1.910148893,3.884656954,1.195167156,1.42842453,0.119516716,-1.59085501,0
1294,1.185659431,1.916117645,3.893371865,1.19128683,1.419164311,0.119128683,-1.811067394,0
1295,1.134069078,1.997701482,3.963669985,1.13977453,1.299085978,0.113977453,-1.510276786,0
1296,1.116433064,1.986046211,3.971988879,1.121786481,1.258404908,0.112178648,-1.48686535,0
1297,1.181630109,1.979013253,3.932114809,1.183806071,1.401396813,0.118380607,-1.642303519,0
1298,1.104982308,1.936022998,3.911793292,1.110131098,1.232391056,0.11101311,-1.444185966,0
1299,1.185026392,1.999196981,3.975850187,1.188406035,1.412308903,0.118840603,-1.58559688,0
1300,1.130727488,1.968974376,3.948670756,1.136360535,1.291315265,0.113636053,-1.617242825,0
1301,1.133738185,1.991885252,3.9736572,1.133592755,1.285032533,0.113359275,-1.515109475,0
1302,1.151940835,1.896124848,3.753257587,1.154924516,1.333850637,0.115492452,-1.542990784,0
1303,1.114286484,1.978818344,3.970561431,1.108625518,1.229050539,0.110862552,-1.368059025,0
1304,1.132901887,1.784800103,3.750019196,1.129346004,1.275422396,0.1129346,-1.701859208,0
1305,1.100671162,1.950353652,3.935789634,1.06579091,1.135910264,0.106579091,-1.582101443,0
1306,1.219256751,1.997844466,3.917662317,1.225121884,1.50092363,0.122512188,-1.637162312,0
1307,1.163119851,1.965554034,3.965478851,1.160989679,1.347897036,0.116098968,-1.737694576,0
1308,1.158642052,1.993332136,3.940564863,1.16284048,1.352197981,0.116284048,-1.651220104,0
1309,1.167120731,1.927045479,3.923051021,1.172854384,1.375587406,0.117285438,-1.53716457,0
1310,1.205647479,1.938015434,3.923399418,1.205851685,1.454078286,0.120585168,-1.608172258,0
1311,1.097559286,1.914135804,3.896378413,1.101466832,1.213229182,0.110146683,-1.580814412,0
1312,1.12611646,1.9243345,3.845789265,1.13178561,1.280938666,0.113178561,-1.544281497,0
1313,1.116789042,1.943495894,3.933853812,1.121086138,1.256834129,0.112108614,-1.434757923,0
1314,1.179333573,1.999300629,3.985530074,1.183851639,1.401504703,0.118385164,-1.624367573,0
1315,1.141435815,1.994090443,3.939278641,1.13295029,1.28357636,0.113295029,-1.527972442,0
1316,1.193191666,1.987839653,3.923264951,1.178136942,1.388006653,0.117813694,-1.737425556,0
1317,1.192759827,1.971189866,3.955133493,1.194667871,1.427231322,0.119466787,-1.768972213,0
1318,1.219181177,1.989489172,3.980225682,1.219753242,1.487797971,0.121975324,-1.767560303,0
1319,1.157054857,1.974658898,3.964249641,1.16245912,1.351311205,0.116245912,-1.566441316,0
1320,1.064654902,1.999004961,3.916211204,1.067275625,1.139077261,0.106727563,-1.409565476,0
1321,1.134242006,1.994093267,3.982936121,1.139626259,1.298748011,0.113962626,-1.592789438,0
1322,1.218724449,1.963270139,3.942522989,1.200376054,1.440902671,0.120037605,-1.839243504,0
1323,1.268432332,1.969858154,3.918408891,1.263228454,1.595746127,0.126322845,-1.802402286,0
1324,1.055500722,1.796338208,3.683896361,1.060765416,1.125223268,0.106076542,-1.426247866,0
1325,1.168227387,1.98005565,3.966629445,1.173459819,1.377007946,0.117345982,-1.621254437,0
1326,1.195816458,1.945261661,3.923751305,1.198341661,1.436022736,0.119834166,-1.751458549,0
1327,1.198932807,1.985280332,3.975054423,1.204866008,1.451702098,0.120486601,-1.75098863,0
1328,1.195551336,1.971252789,3.92415417,1.198937278,1.437450597,0.119893728,-1.589644222,0
1329,1.184185056,1.859768659,3.856926515,1.164944167,1.357094912,0.116494417,-1.750539219,0
1330,1.183014546,1.864222069,3.850633413,1.183577238,1.400855078,0.118357724,-1.60008775,0
1331,1.173608365,1.993236306,3.992383657,1.177194582,1.385787084,0.117719458,-1.654222493,0
1332,1.253659773,1.999393293,3.984584251,1.258070025,1.582740189,0.125807003,-1.592122081,0
1333,1.239581816,1.990887189,3.975652421,1.223612919,1.497228576,0.122361292,-1.611955395,0
1334,1.203882737,1.941327497,3.913740057,1.183991379,1.401835586,0.118399138,-1.732281586,0
1335,1.110752655,1.937935563,3.85575347,1.114253357,1.241560543,0.111425336,-1.464589152,0
1336,1.143363798,1.91368045,3.802636376,1.14899205,1.32018273,0.114899205,-1.532808321,0
1337,1.202835145,1.967550826,3.956970977,1.206595145,1.455871844,0.120659515,-1.669141264,0
1338,1.131138316,1.932634989,3.898222304,1.136721821,1.292136499,0.113672182,-1.655478079,0
1339,1.093842432,1.992418522,3.896375997,1.097053544,1.203526477,0.109705354,-1.51661873,0
1340,1.062994029,1.969211662,3.891152838,1.068348077,1.141367613,0.106834808,-1.338747816,0
1341,1.070182782,1.975623801,3.908675378,1.06369646,1.131450159,0.106369646,-1.414151687,0
1342,1.106011248,1.94732183,3.908419785,1.108043734,1.227760916,0.110804373,-1.462816196,0
1343,1.265176935,1.9864974,3.967000625,1.271523173,1.616771178,0.127152317,-1.744836009,0
1344,1.034849745,1.945755175,3.8020417,1.039745925,1.081071588,0.103974592,-1.421208834,0
1345,1.138328194,1.976062835,3.898128199,1.114184291,1.241406635,0.111418429,-1.456226892,0
1346,1.093482291,1.992838443,3.966597424,1.098273698,1.206205116,0.10982737,-1.535833022,0
1347,1.071458573,1.898650047,3.886971825,1.074171247,1.153843867,0.107417125,-1.557872629,0
1348,1.123786735,1.985667324,3.945811844,1.12921733,1.275131777,0.112921733,-1.454911016,0
1349,0.984646487,1.803763263,3.664411376,0.988160658,0.976461487,0.098816066,-1.315871121,0
1350,1.164066608,1.992024835,3.859254567,1.160324734,1.346353489,0.116032473,-1.465259699,0
1351,1.006713528,1.891420744,3.882976307,1.004985435,1.009995724,0.100498543,-1.195126422,0
1352,1.189429899,1.908416196,3.904816609,1.19330245,1.423970737,0.119330245,-1.707524905,0
1353,1.126305557,1.96572126,3.961862064,1.124810876,1.265199506,0.112481088,-1.609527819,0
1354,1.140065657,1.937046953,3.879107669,1.136365774,1.291327173,0.113636577,-1.556963051,0
1355,1.13443194,1.966110435,3.911473997,1.138936202,1.297175671,0.11389362,-1.550290117,0
1356,1.133875368,1.855752615,3.832440789,1.13913031,1.297617863,0.113913031,-1.611222098,0
1357,1.148467045,1.779246137,3.775170341,1.129073989,1.274808073,0.112907399,-1.710902569,0
1358,1.152820644,1.881234353,3.859694183,1.157356777,1.339474709,0.115735678,-1.501238984,0
1359,1.178195356,1.999880283,3.986620825,1.183996805,1.401848434,0.11839968,-1.535780124,0
1360,1.20627056,1.960573569,3.95331955,1.211369116,1.467415135,0.121136912,-1.609434302,0
1361,1.14852144,1.957414887,3.953713699,1.142975575,1.306393165,0.114297558,-1.658342822,0
1362,1.204168632,1.941790497,3.865754983,1.210051509,1.464224654,0.121005151,-1.425787415,0
1363,1.195320937,1.957512084,3.957132162,1.188681175,1.412962935,0.118868117,-1.77877782,0
1364,1.143688344,1.993776021,3.978192033,1.148256498,1.318492986,0.11482565,-1.645103521,0
1365,1.100558803,1.818538435,3.81529375,1.102324611,1.215119548,0.110232461,-1.405592829,0
1366,1.218267699,1.950039594,3.894656032,1.218397528,1.484492535,0.121839753,-1.557039054,0
1367,1.098549147,1.970574353,3.927464458,1.102472159,1.215444861,0.110247216,-1.478973941,0
1368,1.143584526,1.987716281,3.892624615,1.149065824,1.320352268,0.114906582,-1.645723319,0
1369,1.190338017,1.906991,3.906786,1.193166958,1.423647389,0.119316696,-1.491048616,0
1370,1.196972742,1.99764139,3.996352196,1.201185012,1.442845432,0.120118501,-1.751411335,0
1371,1.167475078,1.871430163,3.861640363,1.173248239,1.376511431,0.117324824,-1.658845534,0
1372,1.26572107,1.95211722,3.912233873,1.270202855,1.613415293,0.127020286,-1.737613731,0
1373,1.036079246,1.957662689,3.919944569,1.038962607,1.079443299,0.103896261,-1.274496993,0
1374,1.215402206,1.9940054,3.989636434,1.220268176,1.489054421,0.122026818,-1.597586228,0
1375,1.124106964,1.847390607,3.765038067,1.129173862,1.275033611,0.112917386,-1.435972669,0
1376,1.195082667,1.986804424,3.983434806,1.188051665,1.411466759,0.118805166,-1.623119377,0
1377,1.161108153,1.989387687,3.986177656,1.16200638,1.350258827,0.116200638,-1.562502811,0
1378,1.09847352,1.991601247,3.989050953,1.103521656,1.217760046,0.110352166,-1.494862486,0
1379,1.156193565,1.997583295,3.982422444,1.160065423,1.345751786,0.116006542,-1.429679393,0
1380,1.09978015,1.993031352,3.947195677,1.104722643,1.220412118,0.110472264,-1.462788357,0
1381,1.241547299,1.941924176,3.932005207,1.247757538,1.556898874,0.124775754,-1.654825731,0
1382,1.178058178,1.986910375,3.936570409,1.182351217,1.397954401,0.118235122,-1.499419017,0
1383,1.141361784,1.999874542,3.973245951,1.146826994,1.315212154,0.114682699,-1.382871601,0
1384,1.134178797,1.923444741,3.853380004,1.139887958,1.299344557,0.113988796,-1.526844004,0
1385,1.133471666,1.94464226,3.918090459,1.107579996,1.226733448,0.110758,-1.616237323,0
1386,1.239001726,1.938641835,3.934609579,1.230458277,1.514027572,0.123045828,-1.65959458,0
1387,1.183490451,1.958390698,3.955536708,1.18867227,1.412941766,0.118867227,-1.620594922,0
1388,1.129861506,1.912163695,3.902037101,1.130675476,1.278427033,0.113067548,-1.762678156,0
1389,1.145247791,1.965602044,3.945060369,1.150605741,1.323893572,0.115060574,-1.466998608,0
1390,1.075710246,1.984377096,3.945383237,1.078560478,1.163292705,0.107856048,-1.445982391,0
1391,1.120331422,1.963735034,3.938932203,1.123076579,1.261301002,0.112307658,-1.73207397,0
1392,1.219118609,1.968707418,3.962368704,1.225249828,1.50123714,0.122524983,-1.79811169,0
1393,1.037726934,1.960265575,3.83519298,1.038142803,1.077740479,0.10381428,-1.621939122,0
1394,1.116309397,1.974532134,3.932937702,1.121106286,1.256879305,0.112110629,-1.445123243,0
1395,1.218188374,1.947149596,3.938478995,1.220700696,1.490110188,0.12207007,-1.655983093,0
1396,1.121475725,1.817217192,3.802834249,1.111508746,1.235451693,0.111150875,-1.77499864,0
1397,1.169081858,1.948506361,3.912776899,1.173638362,1.377427006,0.117363836,-1.634922865,0
1398,1.270321111,1.977899716,3.968783502,1.252228042,1.568075069,0.125222804,-1.469235222,0
1399,1.191616553,1.90848562,3.879122295,1.197355082,1.433659192,0.119735508,-1.729819702,0
1400,1.106922222,1.964981971,3.953167237,1.110843292,1.23397282,0.111084329,-1.543424253,0
1401,1.183868905,1.991301423,3.959836873,1.188770313,1.413174857,0.118877031,-1.58387018,0
1402,1.104961112,1.970262919,3.883895155,1.108809814,1.229459203,0.110880981,-1.41706356,0
1403,1.136399218,1.991214587,3.961406595,1.12718637,1.270549114,0.112718637,-1.380006723,0
1404,1.170254543,1.910171277,3.89933115,1.171466241,1.372333155,0.117146624,-1.60624491,0
1405,1.155641872,1.993076675,3.988187416,1.161416127,1.34888742,0.116141613,-1.628847288,0
1406,1.158465164,1.828404533,3.673269633,1.154730056,1.333401502,0.115473006,-1.513883149,0
1407,1.160386517,1.972390895,3.950746738,1.162368139,1.35109969,0.116236814,-1.593966701,0
1408,1.108345467,1.939805003,3.904263616,1.111197188,1.234759191,0.111119719,-1.60967029,0
1409,1.133074104,1.916047975,3.909532472,1.114000458,1.24099702,0.111400046,-1.765696837,0
1410,1.116688351,1.956323749,3.955232254,1.084544567,1.176236917,0.108454457,-1.666077493,0
1411,1.114737952,1.978540491,3.910698771,1.117005887,1.247702152,0.111700589,-1.48340187,0
1412,1.14151771,1.889815996,3.833539021,1.145527693,1.312233695,0.114552769,-1.380302078,0
1413,1.133323672,1.998858212,3.941691553,1.138843458,1.296964422,0.113884346,-1.405783962,0
1414,1.116704099,1.982859943,3.960153928,1.119832932,1.254025797,0.111983293,-1.443932328,0
1415,1.193951802,1.967267345,3.945269318,1.197648985,1.434363091,0.119764898,-1.621500018,0
1416,1.192205663,1.947838729,3.94290257,1.160812073,1.347484669,0.116081207,-1.752469462,0
1417,1.20163984,1.767275219,3.701968053,1.19232115,1.421629725,0.119232115,-1.714810934,0
1418,1.167449071,1.994047449,3.977418946,1.17197938,1.373535668,0.117197938,-1.677910157,0
1419,1.179170444,1.986562347,3.9810549,1.170666439,1.370459912,0.117066644,-1.710252889,0
1420,1.210887212,1.967569904,3.938592883,1.203816547,1.449174279,0.120381655,-1.699021368,0
1421,1.182182445,1.994319465,3.95979351,1.185175197,1.404640247,0.11851752,-1.567420983,0
1422,1.153718727,1.872529703,3.854876127,1.156799889,1.338185983,0.115679989,-1.585972703,0
1423,1.091571075,1.986441956,3.956701871,1.096698158,1.20274685,0.109669816,-1.544786484,0
1424,1.258760044,1.907818426,3.891026023,1.252759068,1.569405282,0.125275907,-1.711903721,0
1425,1.172127199,1.957435955,3.872216134,1.159862171,1.345280255,0.115986217,-1.482436881,0
1426,1.073155422,1.9554148,3.889204503,1.070168058,1.145259673,0.107016806,-1.36393463,0
1427,1.209972159,1.925707652,3.909422976,1.20150703,1.443619143,0.120150703,-1.824044363,0
1428,1.27271857,1.988604055,3.97465267,1.266657476,1.60442116,0.126665748,-1.79519896,0
1429,1.188237469,1.921418384,3.837508532,1.193896351,1.425388498,0.119389635,-1.691086124,0
1430,1.161850266,1.984736966,3.949785845,1.167302811,1.362595852,0.116730281,-1.635953217,0
1431,1.166841151,1.975766753,3.950558863,1.171474706,1.372352988,0.117147471,-1.630291623,0
1432,1.186528797,1.939888637,3.930099081,1.184243692,1.402433122,0.118424369,-1.591803461,0
1433,1.195745058,1.952255436,3.933466925,1.170497605,1.370064644,0.117049761,-1.71736289,0
1434,1.118905573,1.962091065,3.956013885,1.124185307,1.263792605,0.112418531,-1.561654201,0
1435,1.186569999,1.940662968,3.919695148,1.192492711,1.422038865,0.119249271,-1.672470623,0
1436,1.075669605,1.995220397,3.951391951,1.066172152,1.136723058,0.106617215,-1.527584937,0
1437,1.091735297,1.955277674,3.868462745,1.097052873,1.203525006,0.109705287,-1.494887418,0
1438,1.238193192,1.981589939,3.971771924,1.228791316,1.509928097,0.122879132,-1.745177165,0
1439,1.149657522,1.981724131,3.969329777,1.154200964,1.332179866,0.115420096,-1.590996078,0
1440,1.134692775,1.979277537,3.965190169,1.140399716,1.300511512,0.114039972,-1.523194009,0
1441,1.129946163,1.994148232,3.893658954,1.127125876,1.270412739,0.112712588,-1.498220603,0
1442,1.155953458,1.997249292,3.957388405,1.158108541,1.341215393,0.115810854,-1.669358913,0
1443,1.12421579,1.987758359,3.869646662,1.128522232,1.273562428,0.112852223,-1.482748254,0
1444,1.071665425,1.922403253,3.905563731,1.074983811,1.155590193,0.107498381,-1.46830742,0
1445,1.096173007,1.994968319,3.929731183,1.098303722,1.206271066,0.109830372,-1.513186418,0
1446,1.16890931,1.953752941,3.942805714,1.169999664,1.368899213,0.116999966,-1.573240045,0
1447,1.183439986,1.924504522,3.917597373,1.189317737,1.41447668,0.118931774,-1.603273996,0
1448,1.115048729,1.971291309,3.971072973,1.115953608,1.245352455,0.111595361,-1.430154321,0
1449,1.155451158,1.992052801,3.98006126,1.130783906,1.278672242,0.113078391,-1.706212237,0
1450,1.178774883,1.992216447,3.982006347,1.184295688,1.402556275,0.118429569,-1.640593777,0
1451,1.19441662,1.928740732,3.892943337,1.189388617,1.414645282,0.118938862,-1.60419637,0
